Customer ID,I,Iu,Imax,Entropy,BasketNum,SumExp,AvgExp
12446.0,57,57,57,3.9848049329038893,1,1002.3100000000001,1002.3100000000001
12447.0,26,26,26,3.1932143808699576,1,476.49,476.49
12448.0,22,22,22,2.7838294220268804,1,449.45,449.45
12449.0,201,125,59,5.005775424683199,6,4835.89,805.9816666666667
12450.0,37,31,13,3.497559572368689,5,688.2,137.64000000000001
12451.0,511,352,111,6.015958359436138,8,12669.88,1583.735
12452.0,22,21,21,2.8572278651341656,2,430.57,215.285
12453.0,43,43,43,3.7168881854871936,1,707.09,707.09
12454.0,40,24,15,3.552482382606228,5,16679.78,3335.9559999999997
12455.0,227,199,89,5.041166264168082,10,5879.95,587.995
12456.0,125,105,45,4.39051131547505,3,3181.04,1060.3466666666666
12457.0,84,63,34,4.004783996432504,8,2995.91,374.48875
12458.0,84,71,26,4.234119379331962,4,1777.49,444.3725
12459.0,23,23,23,3.045389074488402,1,454.36,454.36
12460.0,18,18,18,2.8552071675002533,1,326.65,326.65
12461.0,35,35,34,3.0950092288295945,2,826.88,413.44
12462.0,62,51,40,3.860418262721264,2,1189.5900000000001,594.7950000000001
12463.0,83,65,23,4.324240691390125,4,1344.78,336.195
12464.0,29,6,6,3.1878454190476697,8,1212.05,151.50625
12465.0,47,46,26,3.77934960350693,2,742.19,371.095
12466.0,1,1,1,0.0,1,56.73,56.73
12467.0,9,9,9,2.1548961059402787,1,132.8,132.8
12468.0,150,127,57,4.631387592063438,5,3670.74,734.1479999999999
12469.0,76,76,66,3.5657212370318003,2,3070.54,1535.27
12470.0,23,23,23,2.9971290367773222,1,211.95,211.95
12473.0,168,140,99,4.434021543373007,5,3938.55,787.71
12474.0,710,369,49,6.428652268203988,31,12424.45,400.7887096774194
12475.0,61,54,36,4.000923301409917,2,1149.6399999999999,574.8199999999999
12476.0,516,358,68,5.9899895986991645,23,14115.41,613.7134782608696
12477.0,564,295,105,5.948511733622199,9,20276.37,2252.93
12478.0,36,36,36,3.287260763391376,1,680.99,680.99
12479.0,31,31,31,3.3194815162046996,1,527.2,527.2
12480.0,242,177,42,5.110478260171205,7,5464.85,780.6928571428572
12481.0,391,248,69,5.664301980357693,15,12361.39,824.0926666666667
12482.0,204,42,14,5.095142394748759,29,23691.4,816.944827586207
12483.0,139,68,16,4.6823046731361435,19,5120.58,269.5042105263158
12484.0,475,329,122,5.733564370791491,12,6370.150000000001,530.8458333333334
12485.0,34,34,34,3.322306841573347,1,708.1,708.1
12486.0,49,49,49,3.714665251546312,1,1037.28,1037.28
12487.0,2,2,2,0.581398849497909,1,285.29999999999995,285.29999999999995
12488.0,55,46,27,3.811294346504995,3,1298.66,432.8866666666667
12489.0,15,15,15,2.6350488943634884,1,334.93,334.93
12490.0,462,195,43,5.954343409283228,21,9823.64,467.79238095238094
12491.0,26,25,26,3.141592271585286,1,460.40000000000003,460.40000000000003
12492.0,42,38,22,3.5856045821270075,3,715.21,238.40333333333334
12493.0,22,20,12,3.0540047263891146,2,433.74,216.87
12494.0,111,83,21,4.616625717664189,9,1872.8700000000001,208.0966666666667
12495.0,17,17,17,2.6677406268106036,1,357.4,357.4
12496.0,13,10,12,2.320690833324765,2,54.09,27.045
12497.0,57,41,26,3.8144777444433275,3,6248.5,2082.8333333333335
12498.0,23,21,13,3.0662076786173045,3,403.7,134.56666666666666
12499.0,27,27,27,3.188075445245808,1,393.72,393.72
12500.0,146,88,31,4.195792526447335,19,5955.21,313.4321052631579
12502.0,147,102,39,4.615619466117318,5,3723.87,744.774
12503.0,2,2,2,0.5062555377601395,1,1126.0,1126.0
12504.0,20,11,6,2.6819067740857823,4,779.05,194.7625
12505.0,42,42,42,3.4670357109161714,1,955.2,955.2
12506.0,23,23,23,2.9439759710710627,1,73.5,73.5
12507.0,49,46,28,3.460496182093752,4,1844.06,461.015
12508.0,69,57,52,3.96689035352373,2,398.27,199.135
12509.0,7,7,7,1.7014232506729254,1,176.5,176.5
12510.0,145,94,41,4.0712674461492595,9,5178.02,575.3355555555556
12512.0,34,31,32,3.3019631411549772,2,138.03,69.015
12513.0,35,35,35,3.4204079628640685,1,612.29,612.29
12514.0,84,76,51,4.260006887544015,2,1597.76,798.88
12515.0,16,16,16,2.5295161333607505,1,383.7,383.7
12516.0,74,49,25,4.03773594080169,4,2648.62,662.155
12517.0,284,232,134,5.343335778743149,5,2502.84,500.56800000000004
12518.0,124,84,33,4.69800686828391,5,2056.89,411.378
12519.0,40,34,22,3.5954715639641206,2,726.54,363.27
12520.0,152,121,60,4.85364269937218,5,2634.26,526.8520000000001
12521.0,38,38,38,3.51639589421301,1,599.68,599.68
12522.0,12,11,6,2.4423811113214824,2,192.72,96.36
12523.0,250,176,29,5.439402626630985,23,4372.15,190.09347826086955
12524.0,240,157,36,5.023406281059982,17,11126.11,654.4770588235294
12525.0,60,56,33,3.971066156830894,3,973.73,324.57666666666665
12526.0,71,64,29,4.181577126644122,3,1316.6599999999999,438.8866666666666
12527.0,32,26,13,3.2153469461698605,5,735.51,147.102
12528.0,92,50,31,4.387462226071332,6,1933.48,322.24666666666667
12529.0,21,21,21,3.010808237487651,1,316.48,316.48
12530.0,158,94,24,4.8273479461690485,9,3759.26,417.6955555555556
12531.0,127,126,110,4.625087812421174,2,1933.2,966.6
12532.0,16,16,16,2.687234099550011,1,349.83000000000004,349.83000000000004
12533.0,72,63,44,4.1135557933457685,2,1367.8899999999999,683.9449999999999
12534.0,63,63,63,3.98100161766254,1,1089.18,1089.18
12535.0,34,28,18,3.4481100337919104,2,716.3499999999999,358.17499999999995
12537.0,43,43,43,3.527407772468801,1,732.94,732.94
12538.0,34,33,21,3.4164488075075785,2,640.45,320.225
12539.0,504,276,104,6.014683853413432,7,11214.75,1602.107142857143
12540.0,771,354,51,6.324173439504166,33,22254.489999999998,674.3784848484847
12541.0,52,46,24,3.7929755812978296,3,981.18,327.06
12542.0,39,39,25,3.5610832025424144,2,481.88,240.94
12543.0,43,43,43,3.4965677106169872,1,980.25,980.25
12544.0,19,19,19,2.8435178505718883,1,372.7,372.7
12545.0,50,42,34,3.7452233913431736,2,1000.39,500.195
12546.0,69,59,45,4.114929701205905,2,1161.5,580.75
12547.0,21,13,13,2.960188382826808,3,383.58,127.86
12548.0,5,5,5,1.582973386480638,1,95.19999999999999,95.19999999999999
12549.0,49,38,18,3.4636827518521014,6,1575.68,262.61333333333334
12550.0,57,57,57,3.7758028640858914,1,964.83,964.83
12551.0,10,10,10,2.2856239369953952,1,168.0,168.0
12552.0,20,20,19,2.6868202667849617,2,437.82,218.91
12553.0,238,109,38,5.335916205350174,12,4608.75,384.0625
12554.0,26,26,26,3.0598953904821546,1,468.5,468.5
12555.0,1,1,1,0.0,1,129.23,129.23
12556.0,121,100,67,4.54703565864665,2,603.71,301.855
12557.0,58,15,15,3.48160242690691,8,18716.14,2339.5175
12558.0,11,11,11,2.0563402086935603,1,269.96,269.96
12559.0,21,21,20,2.7405362296172653,2,561.71,280.855
12560.0,105,91,76,4.432923913878785,3,2134.01,711.3366666666667
12561.0,16,16,16,2.7280136331517735,1,238.85,238.85
12562.0,207,113,29,5.078673533188346,9,4966.92,551.88
12563.0,13,13,13,2.3691721052048798,1,249.24,249.24
12564.0,21,21,21,2.9897327321232186,1,456.9,456.9
12565.0,9,9,9,2.1452089786889235,1,145.92,145.92
12566.0,19,19,19,2.8404907663812633,1,351.65,351.65
12567.0,639,365,126,6.245676566942421,15,13709.86,913.9906666666667
12568.0,5,5,5,1.5544838396481329,1,70.0,70.0
12569.0,188,92,13,5.077356736489029,32,4124.6900000000005,128.89656250000002
12570.0,1,1,1,0.0,1,77.52,77.52
12571.0,34,31,20,3.452190179019647,2,519.61,259.805
12572.0,60,53,36,3.8972344716442406,2,1020.4200000000001,510.21000000000004
12573.0,119,107,42,4.180889125508846,5,717.4100000000001,143.48200000000003
12574.0,11,11,11,2.3578709930360593,1,218.45,218.45
12575.0,38,34,23,3.581288710347236,2,622.8199999999999,311.40999999999997
12576.0,142,114,26,4.876515874850911,8,2142.72,267.84
12577.0,302,259,67,5.244591158422733,8,1653.75,206.71875
12578.0,172,149,70,4.853391674263037,4,4642.45,1160.6125
12579.0,29,29,29,3.2561661114204767,1,440.42,440.42
12580.0,58,52,34,3.993321726390149,2,1052.9,526.45
12581.0,15,15,15,2.6695909741709873,1,197.71,197.71
12582.0,103,88,53,4.400536882224369,4,1980.4,495.1
12583.0,466,141,40,5.933678027739212,27,14447.439999999999,535.0903703703704
12584.0,96,44,18,4.396770030645044,9,2338.15,259.7944444444445
12585.0,87,77,65,4.189773678053016,2,2040.1,1020.05
12586.0,94,82,33,4.358906040842124,4,2062.67,515.6675
12587.0,4,4,4,1.3527290342655756,1,144.0,144.0
12588.0,46,31,18,3.6598997104623,4,958.78,239.695
12589.0,180,121,43,4.409586366721095,8,4695.66,586.9575
12591.0,69,63,38,4.023678192917781,3,1352.15,450.7166666666667
12592.0,81,42,31,3.4748458801694526,5,2582.66,516.5319999999999
12593.0,21,14,11,2.990379760763266,3,418.1,139.36666666666667
12594.0,199,78,28,5.1433090499524585,15,5090.110000000001,339.3406666666667
12595.0,19,19,19,2.858534918016926,1,299.02,299.02
12596.0,27,25,15,2.9960718698582993,2,618.27,309.135
12597.0,206,184,116,5.017138621060766,4,3811.22,952.805
12598.0,206,130,37,5.159889494716067,11,4534.09,412.19
12599.0,133,47,27,4.762409947927412,13,2296.7200000000003,176.67076923076925
12600.0,132,53,12,4.560909751977655,21,5043.92,240.18666666666667
12601.0,34,24,9,3.390473204047434,6,681.26,113.54333333333334
12602.0,12,12,12,2.4260200812093307,1,153.12,153.12
12603.0,2,2,2,0.4566062210649599,1,739.1999999999999,739.1999999999999
12604.0,16,15,10,2.701987469735347,2,254.18,127.09
12605.0,76,63,31,4.198120353978436,4,1232.95,308.2375
12606.0,1,1,1,0.0,1,21.0,21.0
12607.0,101,101,101,4.545642239888131,1,1579.51,1579.51
12608.0,16,16,16,2.0537398124184225,1,415.79,415.79
12609.0,175,129,27,5.059143505930865,9,3435.86,381.76222222222225
12610.0,106,85,54,4.447905397498964,5,2099.54,419.908
12611.0,65,65,65,3.969373665973173,1,1193.32,1193.32
12612.0,19,19,19,2.844386550437359,1,704.0400000000001,704.0400000000001
12613.0,327,218,79,5.621794703165612,10,6835.07,683.507
12614.0,20,20,20,2.980530655601399,1,315.6,315.6
12615.0,270,198,61,5.428948572779865,8,5740.9800000000005,717.6225000000001
12616.0,54,32,22,3.8628480245256664,3,1131.1,377.0333333333333
12617.0,42,39,42,3.367415235553013,1,355.53,355.53
12618.0,11,11,11,2.298434718034448,1,177.31,177.31
12619.0,100,55,17,4.094525502784171,10,3781.38,378.13800000000003
12620.0,92,89,35,4.4059292470574745,3,1339.4099999999999,446.46999999999997
12621.0,770,344,57,6.177386318482029,35,24775.809999999998,707.8802857142856
12622.0,11,11,11,2.3619017953261925,1,180.1,180.1
12623.0,173,112,60,4.9691045109127,7,3747.84,535.4057142857143
12624.0,38,36,19,3.5413900214356357,2,641.13,320.565
12625.0,183,144,59,4.89945726597146,4,5164.88,1291.22
12626.0,294,232,62,5.417048043485752,9,6620.48,735.6088888888888
12627.0,230,162,60,5.299256132444811,7,4478.53,639.79
12628.0,41,34,17,3.642551237067466,3,786.46,262.15333333333336
12629.0,45,40,25,3.124997014232289,2,1558.22,779.11
12630.0,64,60,35,3.9242802527072325,2,1270.88,635.44
12631.0,183,131,53,5.041225128238377,6,3481.5699999999997,580.2616666666667
12632.0,35,32,21,3.3226684343864514,2,804.88,402.44
12633.0,306,220,135,5.473050183484814,7,5678.16,811.1657142857142
12634.0,20,20,19,2.6983499254655126,2,490.0,245.0
12635.0,179,159,61,5.038822367316021,4,2930.41,732.6025
12636.0,1,1,1,0.0,1,141.0,141.0
12637.0,635,295,99,6.088875197738949,12,8340.31,695.0258333333333
12638.0,48,47,39,3.4580770981425246,2,921.49,460.745
12639.0,64,58,27,3.962175787973845,3,1312.37,437.45666666666665
12640.0,53,47,42,3.7907598103305045,3,1174.5800000000002,391.5266666666667
12641.0,10,10,10,2.227917459705703,1,185.9,185.9
12642.0,47,39,24,3.60612753907313,3,1013.26,337.75333333333333
12643.0,52,14,9,3.508006802408561,12,8350.42,695.8683333333333
12644.0,111,106,40,4.612263506850903,4,1918.4900000000002,479.62250000000006
12645.0,160,111,26,4.918103614055021,8,3539.3,442.4125
12646.0,45,43,24,3.6572739244797017,2,1346.9699999999998,673.4849999999999
12647.0,550,240,49,5.8875219907479845,36,17924.35,497.89861111111105
12648.0,65,38,26,4.061354815730087,4,1112.0,278.0
12649.0,118,94,26,4.568267264558916,8,2294.65,286.83125
12650.0,20,20,20,2.33365723564663,1,314.44,314.44
12651.0,30,30,9,3.3677919174636886,4,377.75,94.4375
12652.0,51,51,48,3.726844392145099,2,1017.03,508.515
12653.0,86,76,43,4.040296346159509,3,4160.83,1386.9433333333334
12654.0,38,31,11,3.60101653341217,5,601.98,120.396
12655.0,16,16,16,2.7606499231409702,1,261.35,261.35
12656.0,247,174,52,5.1963267918234175,8,6407.83,800.97875
12657.0,47,35,28,3.5567517898370387,4,1643.18,410.795
12658.0,36,36,36,3.5018718914790083,1,686.05,686.05
12659.0,5,5,5,1.5757427263485342,1,91.68,91.68
12660.0,13,13,13,2.5547164773024953,1,245.1,245.1
12661.0,11,11,11,2.388692869755369,1,162.0,162.0
12662.0,406,163,31,5.906289860023711,20,6988.02,349.401
12663.0,10,9,7,2.1741894167967755,2,239.4,119.7
12664.0,45,10,9,3.544103683817454,11,6070.04,551.8218181818182
12665.0,17,13,8,2.765645279268895,3,313.6,104.53333333333335
12666.0,31,31,31,2.92302111800931,1,1248.42,1248.42
12667.0,33,33,33,3.077035023085088,1,620.13,620.13
12668.0,539,263,110,6.0180879107749,10,11444.68,1144.468
12669.0,101,98,69,3.28703598976812,3,2744.0299999999997,914.6766666666666
12670.0,115,71,23,4.580402017549587,7,3760.29,537.1842857142857
12671.0,45,45,45,3.5180062797225724,1,2622.481,2622.481
12672.0,22,22,12,2.9968002545456116,2,437.04999999999995,218.52499999999998
12673.0,74,68,32,4.12678190392646,3,1230.02,410.00666666666666
12674.0,83,52,24,4.157374831862669,4,1970.6,492.65
12675.0,113,111,112,4.359303648999402,2,958.5,479.25
12676.0,107,67,26,4.476331853522937,11,2843.09,258.4627272727273
12677.0,21,13,12,2.9316630838580346,2,395.1,197.55
12678.0,376,199,80,5.470573640245699,21,34281.18,1632.4371428571428
12679.0,48,43,42,3.672540225591678,4,1113.02,278.255
12680.0,53,33,20,3.9083655329885634,4,880.81,220.2025
12683.0,541,236,82,6.015367617229363,21,12696.78,604.6085714285715
12684.0,105,61,30,4.479450507605646,7,2283.63,326.23285714285714
12685.0,157,117,64,4.914039092731448,6,2863.08,477.18
12686.0,14,7,14,2.598525649862628,1,178.28,178.28
12687.0,126,126,125,4.544581259050356,2,2138.91,1069.455
12689.0,72,57,38,4.138563017115258,2,1247.61,623.805
12690.0,16,16,16,2.6527546447217394,1,389.01,389.01
12691.0,39,24,9,3.324480874283481,7,1170.4,167.20000000000002
12692.0,13,13,13,2.2738361683333865,1,110.95,110.95
12693.0,79,63,30,4.1817743747470715,7,1703.02,243.28857142857143
12694.0,83,69,46,4.253809538566252,3,1843.35,614.4499999999999
12695.0,59,46,18,3.943360996914542,7,1407.12,201.01714285714283
12696.0,49,43,28,3.745943344527363,2,851.91,425.955
12697.0,41,37,19,3.512715400608702,3,957.5899999999999,319.19666666666666
12698.0,16,16,16,2.6553620912259865,1,339.75,339.75
12699.0,41,41,41,3.5645531509564887,1,638.11,638.11
12700.0,268,193,89,5.388444640411696,4,4939.99,1234.9975
12701.0,147,118,35,4.900711313174197,6,2446.41,407.73499999999996
12702.0,12,12,12,2.4750148544369965,1,219.0,219.0
12703.0,74,56,40,4.209377210688958,4,1006.53,251.6325
12704.0,88,64,20,4.145584258914013,8,2340.84,292.605
12705.0,599,320,92,6.198244733864171,14,11762.1,840.15
12707.0,33,33,33,3.272322802399075,1,603.42,603.42
12708.0,310,130,28,5.65118847158095,18,5314.099999999999,295.22777777777776
12709.0,500,189,42,5.7941298892980395,34,31093.34,914.51
12710.0,77,75,44,4.21887763349743,3,1149.02,383.00666666666666
12711.0,60,56,32,3.9138377592721554,2,1339.05,669.525
12712.0,276,126,22,5.398361781455108,21,7193.66,342.5552380952381
12713.0,38,38,38,3.4606622259467805,1,848.55,848.55
12715.0,21,20,21,2.7991991161347225,1,353.86,353.86
12716.0,69,60,45,4.146021551084317,2,1053.49,526.745
12717.0,71,60,31,4.054212150585254,3,1308.91,436.30333333333334
12718.0,19,19,19,2.7646237000388543,1,238.25,238.25
12719.0,39,34,21,3.5981739077854944,2,644.95,322.475
12720.0,509,262,60,6.072352326930992,30,8260.67,275.35566666666665
12721.0,239,183,42,5.367960475077514,8,4013.08,501.635
12722.0,53,50,29,3.8024033138830955,4,997.63,249.4075
12723.0,69,53,35,3.8687734441933803,5,725.0699999999999,145.01399999999998
12724.0,129,94,35,4.775767289069145,7,2317.52,331.07428571428574
12725.0,130,92,48,4.592851579130441,4,2694.56,673.64
12726.0,179,63,36,5.059958634583673,11,4014.6000000000004,364.9636363636364
12727.0,203,132,48,5.005859803409729,10,5679.53,567.953
12728.0,61,48,15,4.013706292343037,5,1070.17,214.03400000000002
12729.0,26,26,26,3.2007802184912166,1,453.01,453.01
12730.0,47,47,47,3.6533139173531484,1,829.25,829.25
12731.0,393,137,46,5.6080882043673785,17,25775.71,1516.2182352941177
12732.0,12,12,12,2.3157400935467134,1,236.26000000000002,236.26000000000002
12733.0,157,117,71,4.737216563205381,4,2424.87,606.2175
12734.0,19,17,10,2.399277152795553,3,639.6500000000001,213.2166666666667
12735.0,43,38,22,3.6103445681738013,2,779.5699999999999,389.78499999999997
12736.0,4,4,4,1.3419660155830433,1,234.0,234.0
12737.0,2,2,1,0.12397665395806103,2,3710.5,1855.25
12738.0,22,11,22,3.0643288950836842,1,310.7,310.7
12739.0,89,85,49,4.034453993676685,4,2726.73,681.6825
12740.0,27,27,27,3.225752161343626,1,427.6,427.6
12741.0,16,16,15,2.2151690485129985,2,406.07,203.035
12742.0,67,67,67,4.071161141311145,1,1201.52,1201.52
12743.0,134,114,83,4.599316509249935,2,546.4300000000001,273.21500000000003
12744.0,339,245,75,4.323901418346281,11,25317.059999999998,2301.550909090909
12745.0,23,21,12,2.760914424105321,3,925.41,308.46999999999997
12746.0,17,17,17,2.827178464429554,1,254.55,254.55
12747.0,257,85,19,5.107631635072072,26,9276.539999999999,356.78999999999996
12749.0,338,260,84,5.721914178131651,9,6897.360000000001,766.3733333333334
12750.0,15,15,15,2.635278964316221,1,275.88,275.88
12751.0,62,61,62,3.8142782556955344,1,268.27,268.27
12753.0,197,132,48,5.086672086919398,6,21429.39,3571.565
12754.0,63,49,37,2.6994967146203,3,3010.74,1003.5799999999999
12755.0,64,34,19,1.5686723031266376,11,9030.659999999998,820.9690909090907
12756.0,4,4,4,1.1671964063056126,1,112.07999999999998,112.07999999999998
12758.0,313,187,79,5.491074684325696,7,9903.24,1414.7485714285715
12759.0,302,206,73,5.597710816715482,8,5020.74,627.5925
12760.0,21,21,21,2.9793044977480947,1,347.8,347.8
12761.0,27,27,26,3.1614004808676146,2,782.95,391.475
12762.0,69,62,48,3.8782608462740935,2,1898.52,949.26
12763.0,34,16,32,3.1700276162067,2,814.16,407.08
12764.0,45,45,45,3.568341897712564,1,1693.88,1693.88
12765.0,68,49,20,4.018036748059975,6,1404.58,234.09666666666666
12766.0,455,253,106,5.866831092073808,9,10068.28,1118.697777777778
12767.0,43,43,43,3.580272709973334,1,949.82,949.82
12768.0,10,10,10,2.290627498271751,1,168.69000000000003,168.69000000000003
12769.0,32,32,32,3.1745651418260006,1,1143.6,1143.6
12770.0,28,19,16,3.2562389931629228,2,3246.45,1623.225
12771.0,15,15,15,2.601740643945598,1,282.3,282.3
12772.0,55,55,55,3.7236050402061713,1,892.47,892.47
12773.0,6,6,6,1.04185667341156,1,124.25,124.25
12774.0,6,6,6,1.7669235638735763,1,98.7,98.7
12775.0,81,55,15,4.279275835063992,7,1686.1200000000001,240.87428571428572
12776.0,4,4,4,1.2349002952648422,1,55.5,55.5
12777.0,26,26,26,3.210706896837974,1,519.45,519.45
12778.0,114,77,27,4.6183704060306185,9,1775.68,197.29777777777778
12779.0,277,142,45,5.478986778480284,14,6722.2699999999995,480.16214285714284
12780.0,20,20,20,2.858544835463803,1,337.4,337.4
12781.0,25,25,15,3.112412464133926,2,826.74,413.37
12782.0,227,142,38,5.213488260816116,11,4618.24,419.84
12783.0,84,76,34,3.8097071658977213,6,2225.91,370.98499999999996
12784.0,131,121,72,4.5113401176071175,3,1804.75,601.5833333333334
12785.0,56,42,23,3.880487383678058,3,1100.4,366.8
12786.0,18,18,18,2.7191129560812457,1,728.5,728.5
12787.0,44,30,24,3.6749452380084238,4,862.18,215.545
12788.0,26,20,10,3.2363879745056323,4,444.9,111.225
12789.0,8,5,4,1.850257564178088,3,273.35,91.11666666666667
12790.0,37,36,21,3.4906547018420206,2,591.85,295.925
12791.0,30,17,9,2.8445884480817134,6,1056.1100000000001,176.01833333333335
12792.0,47,39,25,3.74482282334841,2,827.01,413.505
12793.0,51,34,20,3.7966057402909845,3,1017.33,339.11
12794.0,45,43,25,3.690789839504815,2,860.41,430.205
12795.0,14,14,14,2.38445210321952,1,430.48,430.48
12796.0,7,7,7,1.9263576108554772,1,381.0,381.0
12797.0,43,27,26,3.669318853490637,2,806.11,403.055
12798.0,33,27,25,2.0666732379084025,4,8510.93,2127.7325
12799.0,15,15,15,2.6800767342321596,1,219.35,219.35
